geo,country,year,share_65plus
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2015,18.9
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2016,19.1
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2017,19.4
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2018,19.7
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2019,20.0
EFTA,European Free Trade Association,1960,10.4
EFTA,European Free Trade Association,1961,10.6
EFTA,European Free Trade Association,1962,10.7
EFTA,European Free Trade Association,1963,10.7
EFTA,European Free Trade Association,1964,10.8
EFTA,European Free Trade Association,1965,10.9
EFTA,European Free Trade Association,1966,11.1
EFTA,European Free Trade Association,1967,11.3
EFTA,European Free Trade Association,1968,11.5
EFTA,European Free Trade Association,1969,11.6
EFTA,European Free Trade Association,1971,12.0
EFTA,European Free Trade Association,1973,12.3
EFTA,European Free Trade Association,1974,12.5
EFTA,European Free Trade Association,1975,12.8
EFTA,European Free Trade Association,1976,13.1
EFTA,European Free Trade Association,1977,13.3
EFTA,European Free Trade Association,1978,13.6
EFTA,European Free Trade Association,1979,13.8
EFTA,European Free Trade Association,1980,14.0
EFTA,European Free Trade Association,1981,14.2
EFTA,European Free Trade Association,1982,14.2
EFTA,European Free Trade Association,1983,14.3
EFTA,European Free Trade Association,1984,14.4
EFTA,European Free Trade Association,1985,14.5
EFTA,European Free Trade Association,1986,14.7
EFTA,European Free Trade Association,1987,14.9
EFTA,European Free Trade Association,1988,15.0
EFTA,European Free Trade Association,1989,15.1
EFTA,European Free Trade Association,1990,15.1
EFTA,European Free Trade Association,1991,15.1
EFTA,European Free Trade Association,1992,15.1
EFTA,European Free Trade Association,1993,15.1
EFTA,European Free Trade Association,1994,15.1
EFTA,European Free Trade Association,1995,15.1
EFTA,European Free Trade Association,1996,15.1
EFTA,European Free Trade Association,1997,15.1
EFTA,European Free Trade Association,1998,15.2
EFTA,European Free Trade Association,1999,15.2
EFTA,European Free Trade Association,2000,15.2
EFTA,European Free Trade Association,2001,15.2
EFTA,European Free Trade Association,2002,15.2
EFTA,European Free Trade Association,2003,15.2
EFTA,European Free Trade Association,2004,15.2
EFTA,European Free Trade Association,2005,15.3
EFTA,European Free Trade Association,2006,15.4
EFTA,European Free Trade Association,2007,15.5
EFTA,European Free Trade Association,2008,15.6
EFTA,European Free Trade Association,2009,15.7
EFTA,European Free Trade Association,2010,16.0
EFTA,European Free Trade Association,2011,16.1
EFTA,European Free Trade Association,2012,16.4
EFTA,European Free Trade Association,2014,16.9
EFTA,European Free Trade Association,2015,17.1
EFTA,European Free Trade Association,2016,17.3
EFTA,European Free Trade Association,2017,17.4
EFTA,European Free Trade Association,2018,17.7
EFTA,European Free Trade Association,2019,17.9
EFTA,European Free Trade Association,2020,18.1
EFTA,European Free Trade Association,2021,18.4
EFTA,European Free Trade Association,2022,18.6
EFTA,European Free Trade Association,2023,18.8
EFTA,European Free Trade Association,2024,19.0
EFTA,European Free Trade Association,2025,19.2
EL,Greece,1970,11.1
EL,Greece,1971,11.0
EL,Greece,1972,11.3
EL,Greece,1973,11.5
EL,Greece,1974,11.8
EL,Greece,1975,12.1
EL,Greece,1976,12.3
EL,Greece,1977,12.6
EL,Greece,1978,12.8
EL,Greece,1979,13.0
EL,Greece,1980,13.1
EL,Greece,1981,13.2
EL,Greece,1982,13.2
EL,Greece,1983,13.3
EL,Greece,1984,13.3
EL,Greece,1985,13.3
EL,Greece,1986,13.1
EL,Greece,1987,13.2
EL,Greece,1988,13.3
EL,Greece,1989,13.5
EL,Greece,1990,13.7
EL,Greece,1991,13.8
EL,Greece,1992,14.2
EL,Greece,1993,14.5
EL,Greece,1994,15.0
EL,Greece,1995,15.4
EL,Greece,1996,15.8
EL,Greece,1997,16.2
EL,Greece,1998,16.6
EL,Greece,1999,16.9
EL,Greece,2000,17.3
EL,Greece,2001,17.7
EL,Greece,2002,17.5
EL,Greece,2003,17.8
EL,Greece,2004,18.0
EL,Greece,2005,18.3
EL,Greece,2006,18.5
EL,Greece,2007,18.6
EL,Greece,2008,18.7
EL,Greece,2009,18.8
EL,Greece,2010,19.0
EL,Greece,2012,19.6
EL,Greece,2013,20.0
EL,Greece,2014,20.4
EL,Greece,2015,20.8
EL,Greece,2016,21.1
EL,Greece,2017,21.4
EL,Greece,2018,21.7
EL,Greece,2019,22.0
EL,Greece,2020,22.2
EL,Greece,2021,22.5
EL,Greece,2022,22.8
EL,Greece,2023,23.0
EL,Greece,2024,23.4
EL,Greece,2025,23.7
ES,Spain,1960,8.2
ES,Spain,1962,8.4
ES,Spain,1963,8.5
ES,Spain,1964,8.6
ES,Spain,1965,8.8
ES,Spain,1966,8.9
ES,Spain,1967,9.1
ES,Spain,1968,9.2
ES,Spain,1969,9.4
ES,Spain,1970,9.5
ES,Spain,1971,9.7
ES,Spain,1972,9.8
ES,Spain,1973,9.9
ES,Spain,1974,10.1
ES,Spain,1975,10.2
ES,Spain,1976,10.4
ES,Spain,1977,10.5
ES,Spain,1978,10.7
ES,Spain,1979,10.9
ES,Spain,1980,11.1
ES,Spain,1981,11.2
ES,Spain,1982,11.4
ES,Spain,1983,11.5
ES,Spain,1984,11.7
ES,Spain,1985,11.8
ES,Spain,1986,12.1
ES,Spain,1987,12.4
ES,Spain,1988,12.7
ES,Spain,1989,13.1
ES,Spain,1990,13.4
ES,Spain,1991,13.8
ES,Spain,1992,14.1
ES,Spain,1993,14.3
ES,Spain,1994,14.7
ES,Spain,1995,15.0
ES,Spain,1996,15.3
ES,Spain,1997,15.6
ES,Spain,1998,16.0
ES,Spain,1999,16.3
ES,Spain,2000,16.5
ES,Spain,2001,16.8
ES,Spain,2002,17.0
ES,Spain,2003,17.0
ES,Spain,2004,16.8
ES,Spain,2005,16.6
ES,Spain,2006,16.6
ES,Spain,2007,16.5
ES,Spain,2008,16.4
ES,Spain,2009,16.6
ES,Spain,2010,16.8
ES,Spain,2011,17.1
ES,Spain,2012,17.4
ES,Spain,2013,17.7
ES,Spain,2014,18.1
ES,Spain,2015,18.4
ES,Spain,2016,18.7
ES,Spain,2017,18.9
ES,Spain,2018,19.1
ES,Spain,2019,19.3
ES,Spain,2020,19.5
ES,Spain,2021,19.6
ES,Spain,2022,20.0
ES,Spain,2023,20.1
ES,Spain,2024,20.4
ES,Spain,2025,20.7
EU27_2007,European Union - 27 countries (2007-2013),1985,12.8
EU27_2007,European Union - 27 countries (2007-2013),1990,13.7
EU27_2007,European Union - 27 countries (2007-2013),1991,13.9
EU27_2007,European Union - 27 countries (2007-2013),1992,14.1
EU27_2007,European Union - 27 countries (2007-2013),1993,14.3
EU27_2007,European Union - 27 countries (2007-2013),1994,14.5
EU27_2007,European Union - 27 countries (2007-2013),1995,14.7
EU27_2007,European Union - 27 countries (2007-2013),1996,14.9
EU27_2007,European Union - 27 countries (2007-2013),1997,15.1
EU27_2007,European Union - 27 countries (2007-2013),1998,15.3
EU27_2007,European Union - 27 countries (2007-2013),1999,15.4
EU27_2007,European Union - 27 countries (2007-2013),2000,15.6
EU27_2007,European Union - 27 countries (2007-2013),2001,15.8
EU27_2007,European Union - 27 countries (2007-2013),2002,16.0
EU27_2007,European Union - 27 countries (2007-2013),2003,16.2
EU27_2007,European Union - 27 countries (2007-2013),2004,16.4
EU27_2007,European Union - 27 countries (2007-2013),2005,16.6
EU27_2007,European Union - 27 countries (2007-2013),2006,16.8
EU27_2007,European Union - 27 countries (2007-2013),2007,16.9
EU27_2007,European Union - 27 countries (2007-2013),2008,17.1
EU27_2007,European Union - 27 countries (2007-2013),2009,17.3
EU27_2007,European Union - 27 countries (2007-2013),2010,17.5
EU27_2007,European Union - 27 countries (2007-2013),2011,17.6
EU27_2007,European Union - 27 countries (2007-2013),2012,17.9
EU27_2007,European Union - 27 countries (2007-2013),2014,18.6
EU27_2007,European Union - 27 countries (2007-2013),2015,18.9
EU27_2007,European Union - 27 countries (2007-2013),2016,19.2
EU27_2007,European Union - 27 countries (2007-2013),2017,19.5
EU27_2007,European Union - 27 countries (2007-2013),2018,19.7
EU27_2007,European Union - 27 countries (2007-2013),2019,20.0
EU27_2020,European Union - 27 countries (from 2020),2001,15.8
EU27_2020,European Union - 27 countries (from 2020),2002,16.0
EU27_2020,European Union - 27 countries (from 2020),2003,16.2
EU27_2020,European Union - 27 countries (from 2020),2004,16.4
EU27_2020,European Union - 27 countries (from 2020),2005,16.7
EU27_2020,European Union - 27 countries (from 2020),2006,16.9
EU27_2020,European Union - 27 countries (from 2020),2007,17.1
EU27_2020,European Union - 27 countries (from 2020),2008,17.3
EU27_2020,European Union - 27 countries (from 2020),2009,17.4
EU27_2020,European Union - 27 countries (from 2020),2010,17.6
EU27_2020,European Union - 27 countries (from 2020),2011,17.8
EU27_2020,European Union - 27 countries (from 2020),2012,18.0
EU27_2020,European Union - 27 countries (from 2020),2014,18.7
EU27_2020,European Union - 27 countries (from 2020),2015,19.1
EU27_2020,European Union - 27 countries (from 2020),2016,19.4
EU27_2020,European Union - 27 countries (from 2020),2017,19.7
EU27_2020,European Union - 27 countries (from 2020),2018,20.0
EU27_2020,European Union - 27 countries (from 2020),2019,20.3
EU27_2020,European Union - 27 countries (from 2020),2020,20.6
EU27_2020,European Union - 27 countries (from 2020),2021,20.9
EU27_2020,European Union - 27 countries (from 2020),2022,21.1
EU27_2020,European Union - 27 countries (from 2020),2023,21.3
EU27_2020,European Union - 27 countries (from 2020),2024,21.6
EU27_2020,European Union - 27 countries (from 2020),2025,22.0
EU28,European Union - 28 countries (2013-2020),2001,15.8
EU28,European Union - 28 countries (2013-2020),2002,16.0
EU28,European Union - 28 countries (2013-2020),2003,16.2
EU28,European Union - 28 countries (2013-2020),2004,16.4
EU28,European Union - 28 countries (2013-2020),2005,16.6
EU28,European Union - 28 countries (2013-2020),2006,16.8
EU28,European Union - 28 countries (2013-2020),2007,17.0
EU28,European Union - 28 countries (2013-2020),2008,17.1
EU28,European Union - 28 countries (2013-2020),2009,17.3
EU28,European Union - 28 countries (2013-2020),2010,17.5
EU28,European Union - 28 countries (2013-2020),2011,17.6
EU28,European Union - 28 countries (2013-2020),2012,17.9
EU28,European Union - 28 countries (2013-2020),2014,18.6
EU28,European Union - 28 countries (2013-2020),2015,18.9
EU28,European Union - 28 countries (2013-2020),2016,19.2
EU28,European Union - 28 countries (2013-2020),2017,19.5
EU28,European Union - 28 countries (2013-2020),2018,19.7
EU28,European Union - 28 countries (2013-2020),2019,20.0
FI,Finland,1960,7.2
FI,Finland,1961,7.4
FI,Finland,1962,7.5
FI,Finland,1963,7.6
FI,Finland,1964,7.7
FI,Finland,1965,7.9
FI,Finland,1966,8.1
FI,Finland,1967,8.3
FI,Finland,1968,8.5
FI,Finland,1969,8.7
FI,Finland,1970,9.0
FI,Finland,1971,9.3
FI,Finland,1972,9.5
FI,Finland,1973,9.8
FI,Finland,1974,10.1
FI,Finland,1975,10.5
FI,Finland,1976,10.8
FI,Finland,1977,11.1
FI,Finland,1978,11.4
FI,Finland,1979,11.7
FI,Finland,1980,11.9
FI,Finland,1981,12.1
FI,Finland,1982,12.2
FI,Finland,1983,12.3
FI,Finland,1984,12.4
FI,Finland,1985,12.4
FI,Finland,1986,12.6
FI,Finland,1987,12.8
FI,Finland,1988,12.9
FI,Finland,1989,13.1
FI,Finland,1990,13.3
FI,Finland,1991,13.5
FI,Finland,1992,13.6
FI,Finland,1993,13.8
FI,Finland,1994,13.9
FI,Finland,1995,14.1
FI,Finland,1996,14.3
FI,Finland,1997,14.5
FI,Finland,1998,14.6
FI,Finland,1999,14.7
FI,Finland,2000,14.8
FI,Finland,2001,15.0
FI,Finland,2002,15.2
FI,Finland,2003,15.3
FI,Finland,2004,15.6
FI,Finland,2005,15.9
FI,Finland,2006,16.0
FI,Finland,2007,16.5
FI,Finland,2008,16.5
FI,Finland,2009,16.7
FI,Finland,2010,17.0
FI,Finland,2011,17.5
FI,Finland,2012,18.1
FI,Finland,2013,18.8
FI,Finland,2014,19.4
FI,Finland,2015,19.9
FI,Finland,2016,20.5
FI,Finland,2017,20.9
FI,Finland,2018,21.4
FI,Finland,2019,21.8
FI,Finland,2020,22.3
FI,Finland,2021,22.7
FI,Finland,2022,23.1
FI,Finland,2023,23.3
FI,Finland,2024,23.4
FI,Finland,2025,23.6
FR,France,1991,14.0
FR,France,1992,14.2
FR,France,1993,14.4
FR,France,1994,14.6
FR,France,1995,14.8
FR,France,1996,15.1
FR,France,1997,15.3
FR,France,1998,15.5
FR,France,1999,15.7
FR,France,2000,15.8
FR,France,2001,15.9
FR,France,2002,16.0
FR,France,2003,16.1
FR,France,2004,16.2
FR,France,2005,16.3
FR,France,2006,16.4
FR,France,2007,16.3
FR,France,2008,16.4
FR,France,2009,16.5
FR,France,2010,16.6
FR,France,2011,16.7
FR,France,2012,17.1
FR,France,2013,17.6
FR,France,2014,18.0
FR,France,2015,18.4
FR,France,2016,18.9
FR,France,2017,19.3
FR,France,2018,19.7
FR,France,2019,20.0
FR,France,2020,20.4
FR,France,2021,20.6
FR,France,2022,20.9
FR,France,2023,21.1
FR,France,2024,21.5
FR,France,2025,21.9
FX,Metropolitan France,1960,11.6
FX,Metropolitan France,1961,11.6
FX,Metropolitan France,1962,11.8
FX,Metropolitan France,1963,11.8
FX,Metropolitan France,1964,11.9
FX,Metropolitan France,1965,12.0
FX,Metropolitan France,1966,12.2
FX,Metropolitan France,1967,12.4
FX,Metropolitan France,1968,12.6
FX,Metropolitan France,1969,12.7
FX,Metropolitan France,1970,12.8
FX,Metropolitan France,1971,12.9
FX,Metropolitan France,1972,13.0
FX,Metropolitan France,1973,13.1
FX,Metropolitan France,1974,13.3
FX,Metropolitan France,1975,13.4
FX,Metropolitan France,1976,13.5
FX,Metropolitan France,1977,13.6
FX,Metropolitan France,1978,13.8
FX,Metropolitan France,1979,13.9
FX,Metropolitan France,1980,14.0
FX,Metropolitan France,1981,13.8
FX,Metropolitan France,1982,13.5
FX,Metropolitan France,1983,13.2
FX,Metropolitan France,1984,12.9
FX,Metropolitan France,1985,12.8
FX,Metropolitan France,1986,13.0
FX,Metropolitan France,1987,13.3
FX,Metropolitan France,1988,13.5
FX,Metropolitan France,1989,13.7
FX,Metropolitan France,1990,13.9
FX,Metropolitan France,1991,14.1
FX,Metropolitan France,1992,14.4
FX,Metropolitan France,1993,14.6
FX,Metropolitan France,1994,14.8
FX,Metropolitan France,1995,15.0
FX,Metropolitan France,1996,15.3
FX,Metropolitan France,1997,15.5
FX,Metropolitan France,1998,15.7
FX,Metropolitan France,1999,15.9
FX,Metropolitan France,2000,16.0
FX,Metropolitan France,2001,16.1
FX,Metropolitan France,2002,16.2
FX,Metropolitan France,2003,16.3
FX,Metropolitan France,2004,16.4
FX,Metropolitan France,2005,16.5
FX,Metropolitan France,2006,16.6
FX,Metropolitan France,2007,16.5
FX,Metropolitan France,2008,16.6
FX,Metropolitan France,2009,16.7
FX,Metropolitan France,2010,16.8
FX,Metropolitan France,2011,16.9
FX,Metropolitan France,2012,17.3
FX,Metropolitan France,2013,17.7
GE,Georgia,2006,14.3
GE,Georgia,2007,14.6
GE,Georgia,2008,14.6
GE,Georgia,2009,14.4
GE,Georgia,2010,14.0
GE,Georgia,2011,13.8
GE,Georgia,2012,13.7
GE,Georgia,2014,14.0
GE,Georgia,2015,13.9
GE,Georgia,2016,14.4
GE,Georgia,2017,14.5
GE,Georgia,2018,14.6
GE,Georgia,2019,14.8
GE,Georgia,2020,15.1
GE,Georgia,2021,15.2
GE,Georgia,2022,15.5
GE,Georgia,2023,15.6
GE,Georgia,2024,16.2
GE,Georgia,2025,16.6
HR,Croatia,2001,16.1
HR,Croatia,2002,16.5
HR,Croatia,2003,16.8
HR,Croatia,2004,17.1
HR,Croatia,2005,17.3
HR,Croatia,2006,17.5
HR,Croatia,2007,17.7
HR,Croatia,2008,17.8
HR,Croatia,2009,17.9
HR,Croatia,2010,17.8
HR,Croatia,2011,17.7
HR,Croatia,2012,17.9
HR,Croatia,2013,18.1
HR,Croatia,2014,18.5
HR,Croatia,2015,19.0
HR,Croatia,2016,19.4
HR,Croatia,2017,19.9
HR,Croatia,2018,20.5
HR,Croatia,2019,21.1
HR,Croatia,2020,21.6
HR,Croatia,2021,22.2
HR,Croatia,2022,22.5
HR,Croatia,2023,22.7
HR,Croatia,2024,23.0
HR,Croatia,2025,23.3
HU,Hungary,1960,8.9
HU,Hungary,1961,9.1
HU,Hungary,1962,9.4
HU,Hungary,1963,9.6
HU,Hungary,1964,9.9
HU,Hungary,1965,10.2
HU,Hungary,1966,10.5
HU,Hungary,1967,10.8
HU,Hungary,1968,11.1
HU,Hungary,1969,11.3
HU,Hungary,1970,11.5
HU,Hungary,1971,11.6
HU,Hungary,1972,11.8
HU,Hungary,1973,12.1
HU,Hungary,1974,12.3
HU,Hungary,1975,12.5
HU,Hungary,1976,12.7
HU,Hungary,1977,12.9
HU,Hungary,1978,13.1
HU,Hungary,1979,13.2
HU,Hungary,1980,13.5
HU,Hungary,1981,13.3
HU,Hungary,1982,13.0
HU,Hungary,1983,12.6
HU,Hungary,1984,12.2
HU,Hungary,1985,12.3
HU,Hungary,1986,12.5
HU,Hungary,1987,12.7
HU,Hungary,1988,12.9
HU,Hungary,1989,13.1
HU,Hungary,1990,13.2
HU,Hungary,1991,13.5
HU,Hungary,1992,13.6
HU,Hungary,1993,13.8
HU,Hungary,1994,13.9
HU,Hungary,1995,14.1
HU,Hungary,1996,14.3
HU,Hungary,1997,14.5
HU,Hungary,1998,14.7
HU,Hungary,1999,14.8
HU,Hungary,2000,15.0
HU,Hungary,2001,15.1
HU,Hungary,2002,15.3
HU,Hungary,2003,15.4
HU,Hungary,2004,15.5
HU,Hungary,2005,15.6
HU,Hungary,2006,15.8
HU,Hungary,2007,15.9
HU,Hungary,2008,16.2
HU,Hungary,2009,16.4
HU,Hungary,2010,16.6
HU,Hungary,2011,16.7
HU,Hungary,2012,16.9
HU,Hungary,2013,17.2
HU,Hungary,2014,17.5
HU,Hungary,2015,17.8
HU,Hungary,2016,18.2
HU,Hungary,2017,18.6
HU,Hungary,2018,18.8
HU,Hungary,2019,19.2
HU,Hungary,2020,19.8
HU,Hungary,2021,20.2
HU,Hungary,2022,20.4
HU,Hungary,2023,20.5
HU,Hungary,2024,20.7
HU,Hungary,2025,20.9
IE,Ireland,1960,11.1
IE,Ireland,1961,11.2
IE,Ireland,1962,11.2
IE,Ireland,1963,11.2
IE,Ireland,1964,11.2
IE,Ireland,1965,11.2
IE,Ireland,1966,11.2
IE,Ireland,1967,11.2
IE,Ireland,1968,11.2
IE,Ireland,1969,11.2
IE,Ireland,1970,11.1
IE,Ireland,1971,11.1
IE,Ireland,1972,11.0
IE,Ireland,1973,11.0
IE,Ireland,1974,11.0
IE,Ireland,1975,10.9
IE,Ireland,1976,10.9
IE,Ireland,1977,10.8
IE,Ireland,1978,10.8
IE,Ireland,1979,10.7
IE,Ireland,1980,10.7
IE,Ireland,1981,10.7
IE,Ireland,1982,10.7
IE,Ireland,1983,10.6
IE,Ireland,1984,10.6
IE,Ireland,1985,10.8
IE,Ireland,1986,11.0
IE,Ireland,1987,10.9
IE,Ireland,1988,11.1
IE,Ireland,1989,11.3
IE,Ireland,1990,11.4
IE,Ireland,1991,11.4
IE,Ireland,1992,11.4
IE,Ireland,1993,11.4
IE,Ireland,1994,11.4
IE,Ireland,1995,11.4
IE,Ireland,1996,11.4
IE,Ireland,1997,11.4
IE,Ireland,1998,11.4
IE,Ireland,1999,11.3
IE,Ireland,2000,11.2
IE,Ireland,2001,11.2
IE,Ireland,2002,11.1
IE,Ireland,2003,11.1
IE,Ireland,2004,11.1
IE,Ireland,2005,11.1
IE,Ireland,2006,11.0
IE,Ireland,2007,10.8
IE,Ireland,2008,10.8
IE,Ireland,2009,10.9
IE,Ireland,2010,11.2
IE,Ireland,2011,11.5
IE,Ireland,2012,11.9
IE,Ireland,2013,12.2
IE,Ireland,2014,12.6
IE,Ireland,2015,12.9
IE,Ireland,2016,13.2
IE,Ireland,2017,13.5
IE,Ireland,2018,13.8
IE,Ireland,2019,14.1
IE,Ireland,2020,14.4
IE,Ireland,2021,14.7
IE,Ireland,2022,15.0
IE,Ireland,2023,15.2
IE,Ireland,2024,15.5
IE,Ireland,2025,15.7
IS,Iceland,1960,8.0
IS,Iceland,1961,8.1
IS,Iceland,1962,8.2
IS,Iceland,1963,8.3
IS,Iceland,1964,8.3
IS,Iceland,1965,8.4
IS,Iceland,1966,8.5
IS,Iceland,1967,8.5
IS,Iceland,1968,8.5
IS,Iceland,1969,8.6
IS,Iceland,1970,8.8
IS,Iceland,1971,8.9
IS,Iceland,1972,8.9
IS,Iceland,1973,9.0
IS,Iceland,1974,9.0
IS,Iceland,1975,9.1
IS,Iceland,1976,9.2
IS,Iceland,1977,9.4
IS,Iceland,1978,9.6
IS,Iceland,1979,9.7
IS,Iceland,1980,9.8
IS,Iceland,1981,9.9
IS,Iceland,1982,9.9
IS,Iceland,1983,10.0
IS,Iceland,1984,10.0
IS,Iceland,1985,10.1
IS,Iceland,1986,10.2
IS,Iceland,1987,10.4
IS,Iceland,1988,10.5
IS,Iceland,1989,10.5
IS,Iceland,1990,10.6
IS,Iceland,1991,10.7
IS,Iceland,1992,10.8
IS,Iceland,1993,10.9
IS,Iceland,1994,11.0
IS,Iceland,1995,11.1
IS,Iceland,1996,11.3
IS,Iceland,1997,11.5
IS,Iceland,1998,11.6
IS,Iceland,1999,11.6
IS,Iceland,2000,11.6
IS,Iceland,2001,11.6
IS,Iceland,2002,11.6
IS,Iceland,2003,11.7
IS,Iceland,2004,11.8
IS,Iceland,2005,11.8
IS,Iceland,2006,11.7
IS,Iceland,2007,11.6
IS,Iceland,2008,11.5
IS,Iceland,2009,11.6
IS,Iceland,2010,12.0
IS,Iceland,2011,12.3
IS,Iceland,2012,12.6
IS,Iceland,2013,12.9
IS,Iceland,2014,13.2
IS,Iceland,2015,13.5
IS,Iceland,2016,13.9
IS,Iceland,2017,14.0
IS,Iceland,2018,14.1
IS,Iceland,2019,14.2
IS,Iceland,2020,14.4
IS,Iceland,2021,14.7
IS,Iceland,2022,15.0
IS,Iceland,2023,15.0
IS,Iceland,2024,15.6
IS,Iceland,2025,15.9
IT,Italy,1960,9.3
IT,Italy,1961,9.4
IT,Italy,1962,9.5
IT,Italy,1963,9.7
IT,Italy,1964,9.8
IT,Italy,1965,9.9
IT,Italy,1966,10.0
IT,Italy,1967,10.2
IT,Italy,1968,10.4
IT,Italy,1969,10.6
IT,Italy,1970,10.8
IT,Italy,1971,11.0
IT,Italy,1972,11.3
IT,Italy,1973,11.5
IT,Italy,1974,11.7
IT,Italy,1975,11.9
IT,Italy,1976,12.2
IT,Italy,1977,12.3
IT,Italy,1978,12.6
IT,Italy,1979,12.8
IT,Italy,1980,13.1
IT,Italy,1981,13.2
IT,Italy,1982,13.2
IT,Italy,1983,13.1
IT,Italy,1984,12.9
IT,Italy,1985,12.9
IT,Italy,1986,13.2
IT,Italy,1987,13.6
IT,Italy,1988,14.0
IT,Italy,1989,14.3
IT,Italy,1990,14.7
IT,Italy,1991,15.1
IT,Italy,1992,15.5
IT,Italy,1993,15.8
IT,Italy,1994,16.2
IT,Italy,1995,16.5
IT,Italy,1996,16.9
IT,Italy,1997,17.2
IT,Italy,1998,17.5
IT,Italy,1999,17.8
IT,Italy,2000,18.1
IT,Italy,2001,18.4
IT,Italy,2002,18.7
IT,Italy,2003,19.0
IT,Italy,2004,19.2
IT,Italy,2005,19.5
IT,Italy,2006,19.8
IT,Italy,2007,20.1
IT,Italy,2008,20.2
IT,Italy,2009,20.2
IT,Italy,2010,20.4
IT,Italy,2011,20.4
IT,Italy,2012,20.8
IT,Italy,2013,21.1
IT,Italy,2014,21.5
IT,Italy,2015,21.9
IT,Italy,2016,22.1
IT,Italy,2017,22.4
IT,Italy,2018,22.6
IT,Italy,2019,22.9
IT,Italy,2020,23.2
IT,Italy,2021,23.5
IT,Italy,2022,23.8
IT,Italy,2023,24.0
IT,Italy,2024,24.3
IT,Italy,2025,24.7
LI,Liechtenstein,1960,7.8
LI,Liechtenstein,1961,8.0
LI,Liechtenstein,1962,8.1
LI,Liechtenstein,1963,7.9
LI,Liechtenstein,1964,7.7
LI,Liechtenstein,1965,7.6
LI,Liechtenstein,1966,7.6
LI,Liechtenstein,1967,7.7
LI,Liechtenstein,1968,7.6
LI,Liechtenstein,1969,7.6
LI,Liechtenstein,1971,7.9
LI,Liechtenstein,1973,8.0
LI,Liechtenstein,1974,8.0
LI,Liechtenstein,1975,8.1
LI,Liechtenstein,1976,8.3
LI,Liechtenstein,1977,8.5
LI,Liechtenstein,1978,8.7
LI,Liechtenstein,1979,8.7
LI,Liechtenstein,1980,8.8
LI,Liechtenstein,1981,9.0
LI,Liechtenstein,1982,8.9
LI,Liechtenstein,1983,8.9
LI,Liechtenstein,1984,9.0
LI,Liechtenstein,1985,9.1
LI,Liechtenstein,1986,9.3
LI,Liechtenstein,1987,9.5
LI,Liechtenstein,1988,9.8
LI,Liechtenstein,1989,9.8
LI,Liechtenstein,1990,10.0
LI,Liechtenstein,1991,10.0
LI,Liechtenstein,1992,10.1
LI,Liechtenstein,1993,10.2
LI,Liechtenstein,1994,10.5
LI,Liechtenstein,1995,11.3
LI,Liechtenstein,1996,10.3
LI,Liechtenstein,1997,10.3
LI,Liechtenstein,1998,10.2
LI,Liechtenstein,1999,10.3
LI,Liechtenstein,2000,10.5
LI,Liechtenstein,2001,10.5
LI,Liechtenstein,2002,10.5
LI,Liechtenstein,2003,10.8
LI,Liechtenstein,2004,10.8
LI,Liechtenstein,2005,11.1
LI,Liechtenstein,2006,11.6
LI,Liechtenstein,2007,11.9
LI,Liechtenstein,2008,12.4
LI,Liechtenstein,2009,12.9
LI,Liechtenstein,2010,13.5
LI,Liechtenstein,2011,13.9
LI,Liechtenstein,2012,14.4
LI,Liechtenstein,2013,14.9
LI,Liechtenstein,2014,15.5
LI,Liechtenstein,2015,16.0
LI,Liechtenstein,2016,16.5
LI,Liechtenstein,2017,17.0
LI,Liechtenstein,2018,17.5
LI,Liechtenstein,2019,17.9
LI,Liechtenstein,2020,18.3
LI,Liechtenstein,2021,18.6
LI,Liechtenstein,2022,19.2
LI,Liechtenstein,2023,19.6
LI,Liechtenstein,2024,20.3
LI,Liechtenstein,2025,20.7
LT,Lithuania,1970,10.0
LT,Lithuania,1971,10.1
LT,Lithuania,1972,10.4
LT,Lithuania,1973,10.7
LT,Lithuania,1974,11.0
LT,Lithuania,1975,11.1
LT,Lithuania,1976,11.2
LT,Lithuania,1977,11.3
LT,Lithuania,1978,11.3
LT,Lithuania,1979,11.4
LT,Lithuania,1980,11.3
LT,Lithuania,1981,11.1
LT,Lithuania,1982,10.9
LT,Lithuania,1983,10.6
LT,Lithuania,1984,10.4
LT,Lithuania,1985,10.3
LT,Lithuania,1986,10.3
LT,Lithuania,1987,10.3
LT,Lithuania,1988,10.5
LT,Lithuania,1989,10.6
LT,Lithuania,1990,10.8
LT,Lithuania,1991,11.0
LT,Lithuania,1992,11.3
LT,Lithuania,1993,11.6
LT,Lithuania,1994,11.9
LT,Lithuania,1995,12.2
LT,Lithuania,1996,12.5
LT,Lithuania,1997,12.8
LT,Lithuania,1998,13.2
LT,Lithuania,1999,13.5
LT,Lithuania,2000,13.7
LT,Lithuania,2001,13.9
LT,Lithuania,2002,14.5
LT,Lithuania,2003,14.9
LT,Lithuania,2004,15.4
LT,Lithuania,2005,15.8
LT,Lithuania,2006,16.3
LT,Lithuania,2007,16.6
LT,Lithuania,2008,17.0
LT,Lithuania,2009,17.2
LT,Lithuania,2010,17.3
