geo,country,year,median_age
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2012,41.6
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2014,42.1
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2015,42.4
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2016,42.6
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2017,42.8
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2018,43.1
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2019,43.3
EFTA,European Free Trade Association,1960,33.1
EFTA,European Free Trade Association,1961,33.1
EFTA,European Free Trade Association,1962,32.8
EFTA,European Free Trade Association,1963,32.5
EFTA,European Free Trade Association,1964,32.3
EFTA,European Free Trade Association,1965,32.2
EFTA,European Free Trade Association,1966,32.2
EFTA,European Free Trade Association,1967,32.2
EFTA,European Free Trade Association,1968,32.1
EFTA,European Free Trade Association,1969,32.0
EFTA,European Free Trade Association,1971,32.1
EFTA,European Free Trade Association,1973,32.1
EFTA,European Free Trade Association,1974,32.2
EFTA,European Free Trade Association,1975,32.4
EFTA,European Free Trade Association,1976,32.7
EFTA,European Free Trade Association,1977,33.0
EFTA,European Free Trade Association,1978,33.3
EFTA,European Free Trade Association,1979,33.6
EFTA,European Free Trade Association,1980,33.9
EFTA,European Free Trade Association,1981,34.2
EFTA,European Free Trade Association,1982,34.5
EFTA,European Free Trade Association,1983,34.7
EFTA,European Free Trade Association,1984,35.0
EFTA,European Free Trade Association,1985,35.3
EFTA,European Free Trade Association,1986,35.5
EFTA,European Free Trade Association,1987,35.7
EFTA,European Free Trade Association,1988,35.8
EFTA,European Free Trade Association,1989,36.0
EFTA,European Free Trade Association,1990,36.1
EFTA,European Free Trade Association,1991,36.1
EFTA,European Free Trade Association,1992,36.2
EFTA,European Free Trade Association,1993,36.3
EFTA,European Free Trade Association,1994,36.4
EFTA,European Free Trade Association,1995,36.6
EFTA,European Free Trade Association,1996,36.8
EFTA,European Free Trade Association,1997,37.0
EFTA,European Free Trade Association,1998,37.3
EFTA,European Free Trade Association,1999,37.5
EFTA,European Free Trade Association,2000,37.8
EFTA,European Free Trade Association,2001,38.0
EFTA,European Free Trade Association,2002,38.3
EFTA,European Free Trade Association,2003,38.6
EFTA,European Free Trade Association,2004,38.9
EFTA,European Free Trade Association,2005,39.2
EFTA,European Free Trade Association,2006,39.5
EFTA,European Free Trade Association,2007,39.7
EFTA,European Free Trade Association,2008,39.9
EFTA,European Free Trade Association,2009,40.1
EFTA,European Free Trade Association,2010,40.3
EFTA,European Free Trade Association,2011,40.4
EFTA,European Free Trade Association,2012,40.5
EFTA,European Free Trade Association,2014,40.8
EFTA,European Free Trade Association,2015,40.9
EFTA,European Free Trade Association,2016,41.0
EFTA,European Free Trade Association,2017,41.1
EFTA,European Free Trade Association,2018,41.2
EFTA,European Free Trade Association,2019,41.3
EFTA,European Free Trade Association,2020,41.5
EFTA,European Free Trade Association,2021,41.6
EFTA,European Free Trade Association,2022,41.8
EFTA,European Free Trade Association,2023,41.8
EFTA,European Free Trade Association,2024,41.9
EFTA,European Free Trade Association,2025,42.1
EL,Greece,1970,33.9
EL,Greece,1971,33.1
EL,Greece,1972,33.3
EL,Greece,1973,33.4
EL,Greece,1974,33.8
EL,Greece,1975,33.9
EL,Greece,1976,33.9
EL,Greece,1977,33.8
EL,Greece,1978,33.8
EL,Greece,1979,33.9
EL,Greece,1980,34.0
EL,Greece,1981,34.3
EL,Greece,1982,34.5
EL,Greece,1983,34.7
EL,Greece,1984,34.9
EL,Greece,1985,35.2
EL,Greece,1986,35.0
EL,Greece,1987,35.3
EL,Greece,1988,35.5
EL,Greece,1989,35.8
EL,Greece,1990,36.0
EL,Greece,1991,36.1
EL,Greece,1992,36.3
EL,Greece,1993,36.6
EL,Greece,1994,36.9
EL,Greece,1995,37.1
EL,Greece,1996,37.4
EL,Greece,1997,37.7
EL,Greece,1998,37.9
EL,Greece,1999,38.2
EL,Greece,2000,38.5
EL,Greece,2001,38.7
EL,Greece,2002,38.3
EL,Greece,2003,38.6
EL,Greece,2004,38.9
EL,Greece,2005,39.2
EL,Greece,2006,39.5
EL,Greece,2007,39.9
EL,Greece,2008,40.3
EL,Greece,2009,40.7
EL,Greece,2010,41.1
EL,Greece,2012,42.0
EL,Greece,2013,42.4
EL,Greece,2014,43.0
EL,Greece,2015,43.5
EL,Greece,2016,44.0
EL,Greece,2017,44.3
EL,Greece,2018,44.7
EL,Greece,2019,45.1
EL,Greece,2020,45.4
EL,Greece,2021,45.8
EL,Greece,2022,46.2
EL,Greece,2023,46.6
EL,Greece,2024,46.9
EL,Greece,2025,47.2
ES,Spain,1960,29.6
ES,Spain,1962,29.6
ES,Spain,1963,29.8
ES,Spain,1964,30.0
ES,Spain,1965,30.2
ES,Spain,1966,30.4
ES,Spain,1967,30.4
ES,Spain,1968,30.3
ES,Spain,1969,30.2
ES,Spain,1970,30.2
ES,Spain,1971,30.1
ES,Spain,1972,30.0
ES,Spain,1973,29.9
ES,Spain,1974,30.0
ES,Spain,1975,30.0
ES,Spain,1976,30.1
ES,Spain,1977,30.2
ES,Spain,1978,30.3
ES,Spain,1979,30.5
ES,Spain,1980,30.7
ES,Spain,1981,30.8
ES,Spain,1982,31.0
ES,Spain,1983,31.2
ES,Spain,1984,31.5
ES,Spain,1985,31.7
ES,Spain,1986,32.0
ES,Spain,1987,32.3
ES,Spain,1988,32.6
ES,Spain,1989,33.0
ES,Spain,1990,33.4
ES,Spain,1991,33.7
ES,Spain,1992,34.1
ES,Spain,1993,34.4
ES,Spain,1994,34.8
ES,Spain,1995,35.2
ES,Spain,1996,35.6
ES,Spain,1997,36.0
ES,Spain,1998,36.4
ES,Spain,1999,36.8
ES,Spain,2000,37.2
ES,Spain,2001,37.6
ES,Spain,2002,37.9
ES,Spain,2003,38.1
ES,Spain,2004,38.3
ES,Spain,2005,38.6
ES,Spain,2006,38.8
ES,Spain,2007,39.0
ES,Spain,2008,39.2
ES,Spain,2009,39.4
ES,Spain,2010,39.9
ES,Spain,2011,40.3
ES,Spain,2012,40.8
ES,Spain,2013,41.3
ES,Spain,2014,41.8
ES,Spain,2015,42.3
ES,Spain,2016,42.7
ES,Spain,2017,43.2
ES,Spain,2018,43.5
ES,Spain,2019,43.9
ES,Spain,2020,44.2
ES,Spain,2021,44.6
ES,Spain,2022,45.1
ES,Spain,2023,45.3
ES,Spain,2024,45.6
ES,Spain,2025,45.8
EU27_2007,European Union - 27 countries (2007-2013),1985,34.1
EU27_2007,European Union - 27 countries (2007-2013),1990,35.2
EU27_2007,European Union - 27 countries (2007-2013),1991,35.4
EU27_2007,European Union - 27 countries (2007-2013),1992,35.7
EU27_2007,European Union - 27 countries (2007-2013),1993,35.9
EU27_2007,European Union - 27 countries (2007-2013),1994,36.2
EU27_2007,European Union - 27 countries (2007-2013),1995,36.5
EU27_2007,European Union - 27 countries (2007-2013),1996,36.8
EU27_2007,European Union - 27 countries (2007-2013),1997,37.1
EU27_2007,European Union - 27 countries (2007-2013),1998,37.3
EU27_2007,European Union - 27 countries (2007-2013),1999,37.7
EU27_2007,European Union - 27 countries (2007-2013),2000,38.0
EU27_2007,European Union - 27 countries (2007-2013),2001,38.3
EU27_2007,European Union - 27 countries (2007-2013),2002,38.6
EU27_2007,European Union - 27 countries (2007-2013),2003,38.9
EU27_2007,European Union - 27 countries (2007-2013),2004,39.2
EU27_2007,European Union - 27 countries (2007-2013),2005,39.5
EU27_2007,European Union - 27 countries (2007-2013),2006,39.8
EU27_2007,European Union - 27 countries (2007-2013),2007,40.1
EU27_2007,European Union - 27 countries (2007-2013),2008,40.4
EU27_2007,European Union - 27 countries (2007-2013),2009,40.7
EU27_2007,European Union - 27 countries (2007-2013),2010,41.0
EU27_2007,European Union - 27 countries (2007-2013),2011,41.3
EU27_2007,European Union - 27 countries (2007-2013),2012,41.6
EU27_2007,European Union - 27 countries (2007-2013),2014,42.2
EU27_2007,European Union - 27 countries (2007-2013),2015,42.4
EU27_2007,European Union - 27 countries (2007-2013),2016,42.6
EU27_2007,European Union - 27 countries (2007-2013),2017,42.9
EU27_2007,European Union - 27 countries (2007-2013),2018,43.1
EU27_2007,European Union - 27 countries (2007-2013),2019,43.3
EU27_2020,European Union - 27 countries (from 2020),2001,38.4
EU27_2020,European Union - 27 countries (from 2020),2002,38.7
EU27_2020,European Union - 27 countries (from 2020),2003,39.0
EU27_2020,European Union - 27 countries (from 2020),2004,39.3
EU27_2020,European Union - 27 countries (from 2020),2005,39.6
EU27_2020,European Union - 27 countries (from 2020),2006,40.0
EU27_2020,European Union - 27 countries (from 2020),2007,40.3
EU27_2020,European Union - 27 countries (from 2020),2008,40.6
EU27_2020,European Union - 27 countries (from 2020),2009,41.0
EU27_2020,European Union - 27 countries (from 2020),2010,41.3
EU27_2020,European Union - 27 countries (from 2020),2011,41.6
EU27_2020,European Union - 27 countries (from 2020),2012,41.9
EU27_2020,European Union - 27 countries (from 2020),2014,42.5
EU27_2020,European Union - 27 countries (from 2020),2015,42.8
EU27_2020,European Union - 27 countries (from 2020),2016,43.0
EU27_2020,European Union - 27 countries (from 2020),2017,43.2
EU27_2020,European Union - 27 countries (from 2020),2018,43.5
EU27_2020,European Union - 27 countries (from 2020),2019,43.7
EU27_2020,European Union - 27 countries (from 2020),2020,43.9
EU27_2020,European Union - 27 countries (from 2020),2021,44.2
EU27_2020,European Union - 27 countries (from 2020),2022,44.4
EU27_2020,European Union - 27 countries (from 2020),2023,44.5
EU27_2020,European Union - 27 countries (from 2020),2024,44.7
EU27_2020,European Union - 27 countries (from 2020),2025,44.9
EU28,European Union - 28 countries (2013-2020),2001,38.3
EU28,European Union - 28 countries (2013-2020),2002,38.6
EU28,European Union - 28 countries (2013-2020),2003,38.9
EU28,European Union - 28 countries (2013-2020),2004,39.2
EU28,European Union - 28 countries (2013-2020),2005,39.5
EU28,European Union - 28 countries (2013-2020),2006,39.8
EU28,European Union - 28 countries (2013-2020),2007,40.1
EU28,European Union - 28 countries (2013-2020),2008,40.4
EU28,European Union - 28 countries (2013-2020),2009,40.7
EU28,European Union - 28 countries (2013-2020),2010,41.0
EU28,European Union - 28 countries (2013-2020),2011,41.3
EU28,European Union - 28 countries (2013-2020),2012,41.6
EU28,European Union - 28 countries (2013-2020),2014,42.2
EU28,European Union - 28 countries (2013-2020),2015,42.4
EU28,European Union - 28 countries (2013-2020),2016,42.6
EU28,European Union - 28 countries (2013-2020),2017,42.9
EU28,European Union - 28 countries (2013-2020),2018,43.1
EU28,European Union - 28 countries (2013-2020),2019,43.3
FI,Finland,1960,28.4
FI,Finland,1961,28.5
FI,Finland,1962,28.5
FI,Finland,1963,28.4
FI,Finland,1964,28.4
FI,Finland,1965,28.5
FI,Finland,1966,28.6
FI,Finland,1967,28.8
FI,Finland,1968,28.9
FI,Finland,1969,29.1
FI,Finland,1970,29.4
FI,Finland,1971,29.8
FI,Finland,1972,30.1
FI,Finland,1973,30.1
FI,Finland,1974,30.3
FI,Finland,1975,30.5
FI,Finland,1976,30.8
FI,Finland,1977,31.2
FI,Finland,1978,31.6
FI,Finland,1979,32.1
FI,Finland,1980,32.6
FI,Finland,1981,33.0
FI,Finland,1982,33.4
FI,Finland,1983,33.8
FI,Finland,1984,34.2
FI,Finland,1985,34.5
FI,Finland,1986,34.9
FI,Finland,1987,35.3
FI,Finland,1988,35.7
FI,Finland,1989,36.0
FI,Finland,1990,36.3
FI,Finland,1991,36.6
FI,Finland,1992,36.9
FI,Finland,1993,37.1
FI,Finland,1994,37.4
FI,Finland,1995,37.7
FI,Finland,1996,38.0
FI,Finland,1997,38.3
FI,Finland,1998,38.6
FI,Finland,1999,38.9
FI,Finland,2000,39.2
FI,Finland,2001,39.5
FI,Finland,2002,39.8
FI,Finland,2003,40.1
FI,Finland,2004,40.5
FI,Finland,2005,40.8
FI,Finland,2006,41.1
FI,Finland,2007,41.3
FI,Finland,2008,41.5
FI,Finland,2009,41.8
FI,Finland,2010,42.0
FI,Finland,2011,42.1
FI,Finland,2012,42.2
FI,Finland,2013,42.3
FI,Finland,2014,42.4
FI,Finland,2015,42.4
FI,Finland,2016,42.5
FI,Finland,2017,42.5
FI,Finland,2018,42.7
FI,Finland,2019,42.9
FI,Finland,2020,43.1
FI,Finland,2021,43.3
FI,Finland,2022,43.4
FI,Finland,2023,43.5
FI,Finland,2024,43.4
FI,Finland,2025,43.5
FR,France,1991,34.7
FR,France,1992,35.0
FR,France,1993,35.3
FR,France,1994,35.6
FR,France,1995,35.9
FR,France,1996,36.2
FR,France,1997,36.5
FR,France,1998,36.8
FR,France,1999,37.0
FR,France,2000,37.3
FR,France,2001,37.6
FR,France,2002,37.9
FR,France,2003,38.1
FR,France,2004,38.4
FR,France,2005,38.6
FR,France,2006,38.9
FR,France,2007,39.1
FR,France,2008,39.3
FR,France,2009,39.6
FR,France,2010,39.8
FR,France,2011,40.0
FR,France,2012,40.3
FR,France,2013,40.6
FR,France,2014,40.7
FR,France,2015,41.0
FR,France,2016,41.2
FR,France,2017,41.4
FR,France,2018,41.6
FR,France,2019,41.8
FR,France,2020,41.9
FR,France,2021,42.0
FR,France,2022,42.1
FR,France,2023,42.3
FR,France,2024,42.6
FR,France,2025,42.8
FX,Metropolitan France,1960,33.0
FX,Metropolitan France,1961,33.0
FX,Metropolitan France,1962,33.0
FX,Metropolitan France,1963,32.9
FX,Metropolitan France,1964,32.8
FX,Metropolitan France,1965,32.8
FX,Metropolitan France,1966,32.8
FX,Metropolitan France,1967,32.7
FX,Metropolitan France,1968,32.7
FX,Metropolitan France,1969,32.6
FX,Metropolitan France,1970,32.5
FX,Metropolitan France,1971,32.4
FX,Metropolitan France,1972,32.2
FX,Metropolitan France,1973,31.9
FX,Metropolitan France,1974,31.7
FX,Metropolitan France,1975,31.6
FX,Metropolitan France,1976,31.5
FX,Metropolitan France,1977,31.5
FX,Metropolitan France,1978,31.7
FX,Metropolitan France,1979,31.9
FX,Metropolitan France,1980,32.2
FX,Metropolitan France,1981,32.5
FX,Metropolitan France,1982,32.7
FX,Metropolitan France,1983,32.9
FX,Metropolitan France,1984,33.2
FX,Metropolitan France,1985,33.5
FX,Metropolitan France,1986,33.7
FX,Metropolitan France,1987,33.9
FX,Metropolitan France,1988,34.2
FX,Metropolitan France,1989,34.4
FX,Metropolitan France,1990,34.7
FX,Metropolitan France,1991,34.9
FX,Metropolitan France,1992,35.2
FX,Metropolitan France,1993,35.5
FX,Metropolitan France,1994,35.8
FX,Metropolitan France,1995,36.1
FX,Metropolitan France,1996,36.4
FX,Metropolitan France,1997,36.7
FX,Metropolitan France,1998,37.0
FX,Metropolitan France,1999,37.3
FX,Metropolitan France,2000,37.6
FX,Metropolitan France,2001,37.8
FX,Metropolitan France,2002,38.1
FX,Metropolitan France,2003,38.3
FX,Metropolitan France,2004,38.6
FX,Metropolitan France,2005,38.8
FX,Metropolitan France,2006,39.1
FX,Metropolitan France,2007,39.3
FX,Metropolitan France,2008,39.5
FX,Metropolitan France,2009,39.7
FX,Metropolitan France,2010,40.0
FX,Metropolitan France,2011,40.2
FX,Metropolitan France,2012,40.4
FX,Metropolitan France,2013,40.7
GE,Georgia,2006,35.5
GE,Georgia,2007,35.8
GE,Georgia,2008,36.1
GE,Georgia,2009,36.4
GE,Georgia,2010,36.6
GE,Georgia,2011,36.7
GE,Georgia,2012,36.9
GE,Georgia,2014,37.5
GE,Georgia,2015,37.4
GE,Georgia,2016,37.7
GE,Georgia,2017,37.8
GE,Georgia,2018,37.7
GE,Georgia,2019,37.9
GE,Georgia,2020,38.0
GE,Georgia,2021,38.1
GE,Georgia,2022,38.2
GE,Georgia,2023,38.1
GE,Georgia,2024,38.8
GE,Georgia,2025,39.2
HR,Croatia,2001,39.8
HR,Croatia,2002,40.1
HR,Croatia,2003,40.4
HR,Croatia,2004,40.6
HR,Croatia,2005,40.8
HR,Croatia,2006,41.0
HR,Croatia,2007,41.3
HR,Croatia,2008,41.5
HR,Croatia,2009,41.7
HR,Croatia,2010,41.9
HR,Croatia,2011,42.1
HR,Croatia,2012,42.2
HR,Croatia,2013,42.4
HR,Croatia,2014,42.8
HR,Croatia,2015,43.1
HR,Croatia,2016,43.4
HR,Croatia,2017,43.9
HR,Croatia,2018,44.3
HR,Croatia,2019,44.7
HR,Croatia,2020,45.0
HR,Croatia,2021,45.3
HR,Croatia,2022,45.4
HR,Croatia,2023,45.4
HR,Croatia,2024,45.4
HR,Croatia,2025,45.5
HU,Hungary,1960,32.0
HU,Hungary,1961,32.2
HU,Hungary,1962,32.5
HU,Hungary,1963,32.8
HU,Hungary,1964,33.1
HU,Hungary,1965,33.3
HU,Hungary,1966,33.6
HU,Hungary,1967,33.8
HU,Hungary,1968,33.9
HU,Hungary,1969,34.0
HU,Hungary,1970,34.1
HU,Hungary,1971,34.1
HU,Hungary,1972,34.2
HU,Hungary,1973,34.2
HU,Hungary,1974,34.3
HU,Hungary,1975,34.2
HU,Hungary,1976,34.2
HU,Hungary,1977,34.1
HU,Hungary,1978,34.1
HU,Hungary,1979,34.2
HU,Hungary,1980,34.3
HU,Hungary,1981,34.3
HU,Hungary,1982,34.3
HU,Hungary,1983,34.5
HU,Hungary,1984,34.7
HU,Hungary,1985,34.9
HU,Hungary,1986,35.2
HU,Hungary,1987,35.4
HU,Hungary,1988,35.6
HU,Hungary,1989,35.8
HU,Hungary,1990,36.1
HU,Hungary,1991,36.5
HU,Hungary,1992,36.8
HU,Hungary,1993,37.1
HU,Hungary,1994,37.4
HU,Hungary,1995,37.6
HU,Hungary,1996,37.8
HU,Hungary,1997,38.0
HU,Hungary,1998,38.2
HU,Hungary,1999,38.3
HU,Hungary,2000,38.5
HU,Hungary,2001,38.6
HU,Hungary,2002,38.7
HU,Hungary,2003,38.8
HU,Hungary,2004,38.8
HU,Hungary,2005,38.9
HU,Hungary,2006,39.0
HU,Hungary,2007,39.2
HU,Hungary,2008,39.4
HU,Hungary,2009,39.6
HU,Hungary,2010,39.8
HU,Hungary,2011,40.1
HU,Hungary,2012,40.8
HU,Hungary,2013,41.1
HU,Hungary,2014,41.4
HU,Hungary,2015,41.6
HU,Hungary,2016,41.9
HU,Hungary,2017,42.3
HU,Hungary,2018,42.6
HU,Hungary,2019,43.0
HU,Hungary,2020,43.3
HU,Hungary,2021,43.7
HU,Hungary,2022,43.9
HU,Hungary,2023,44.2
HU,Hungary,2024,44.5
HU,Hungary,2025,44.8
IE,Ireland,1960,29.8
IE,Ireland,1961,29.8
IE,Ireland,1962,29.6
IE,Ireland,1963,29.3
IE,Ireland,1964,29.0
IE,Ireland,1965,28.7
IE,Ireland,1966,28.3
IE,Ireland,1967,28.1
IE,Ireland,1968,27.9
IE,Ireland,1969,27.6
IE,Ireland,1970,27.4
IE,Ireland,1971,27.2
IE,Ireland,1972,27.1
IE,Ireland,1973,27.0
IE,Ireland,1974,26.9
IE,Ireland,1975,26.8
IE,Ireland,1976,26.7
IE,Ireland,1977,26.6
IE,Ireland,1978,26.6
IE,Ireland,1979,26.5
IE,Ireland,1980,26.5
IE,Ireland,1981,26.5
IE,Ireland,1982,26.6
IE,Ireland,1983,26.7
IE,Ireland,1984,26.9
IE,Ireland,1985,27.2
IE,Ireland,1986,27.7
IE,Ireland,1987,27.7
IE,Ireland,1988,28.1
IE,Ireland,1989,28.6
IE,Ireland,1990,29.1
IE,Ireland,1991,29.4
IE,Ireland,1992,29.7
IE,Ireland,1993,30.1
IE,Ireland,1994,30.4
IE,Ireland,1995,30.8
IE,Ireland,1996,31.1
IE,Ireland,1997,31.5
IE,Ireland,1998,31.8
IE,Ireland,1999,32.2
IE,Ireland,2000,32.4
IE,Ireland,2001,32.6
IE,Ireland,2002,32.8
IE,Ireland,2003,33.0
IE,Ireland,2004,33.3
IE,Ireland,2005,33.5
IE,Ireland,2006,33.5
IE,Ireland,2007,33.3
IE,Ireland,2008,33.4
IE,Ireland,2009,33.6
IE,Ireland,2010,34.0
IE,Ireland,2011,34.5
IE,Ireland,2012,35.0
IE,Ireland,2013,35.4
IE,Ireland,2014,35.8
IE,Ireland,2015,36.2
IE,Ireland,2016,36.5
IE,Ireland,2017,36.9
IE,Ireland,2018,37.3
IE,Ireland,2019,37.7
IE,Ireland,2020,38.0
IE,Ireland,2021,38.4
IE,Ireland,2022,38.8
IE,Ireland,2023,39.1
IE,Ireland,2024,39.4
IE,Ireland,2025,39.6
IS,Iceland,1960,25.6
IS,Iceland,1961,25.3
IS,Iceland,1962,25.0
IS,Iceland,1963,24.8
IS,Iceland,1964,24.5
IS,Iceland,1965,24.2
IS,Iceland,1966,24.0
IS,Iceland,1967,24.0
IS,Iceland,1968,24.0
IS,Iceland,1969,24.2
IS,Iceland,1970,24.3
IS,Iceland,1971,24.5
IS,Iceland,1972,24.7
IS,Iceland,1973,24.8
IS,Iceland,1974,25.0
IS,Iceland,1975,25.2
IS,Iceland,1976,25.5
IS,Iceland,1977,25.8
IS,Iceland,1978,26.2
IS,Iceland,1979,26.5
IS,Iceland,1980,26.7
IS,Iceland,1981,27.0
IS,Iceland,1982,27.3
IS,Iceland,1983,27.5
IS,Iceland,1984,27.8
IS,Iceland,1985,28.1
IS,Iceland,1986,28.6
IS,Iceland,1987,29.0
IS,Iceland,1988,29.2
IS,Iceland,1989,29.4
IS,Iceland,1990,29.8
IS,Iceland,1991,30.1
IS,Iceland,1992,30.4
IS,Iceland,1993,30.6
IS,Iceland,1994,30.9
IS,Iceland,1995,31.3
IS,Iceland,1996,31.6
IS,Iceland,1997,32.0
IS,Iceland,1998,32.3
IS,Iceland,1999,32.6
IS,Iceland,2000,32.8
IS,Iceland,2001,33.0
IS,Iceland,2002,33.2
IS,Iceland,2003,33.5
IS,Iceland,2004,33.8
IS,Iceland,2005,34.1
IS,Iceland,2006,34.3
IS,Iceland,2007,34.6
IS,Iceland,2008,34.6
IS,Iceland,2009,34.5
IS,Iceland,2010,34.8
IS,Iceland,2011,35.0
IS,Iceland,2012,35.3
IS,Iceland,2013,35.5
IS,Iceland,2014,35.6
IS,Iceland,2015,35.8
IS,Iceland,2016,36.1
IS,Iceland,2017,36.3
IS,Iceland,2018,36.3
IS,Iceland,2019,36.4
IS,Iceland,2020,36.5
IS,Iceland,2021,36.7
IS,Iceland,2022,36.7
IS,Iceland,2023,36.7
IS,Iceland,2024,37.0
IS,Iceland,2025,37.2
IT,Italy,1960,31.2
IT,Italy,1961,31.4
IT,Italy,1962,31.6
IT,Italy,1963,31.8
IT,Italy,1964,32.0
IT,Italy,1965,32.1
IT,Italy,1966,32.2
IT,Italy,1967,32.3
IT,Italy,1968,32.4
IT,Italy,1969,32.6
IT,Italy,1970,32.7
IT,Italy,1971,32.8
IT,Italy,1972,33.1
IT,Italy,1973,33.2
IT,Italy,1974,33.4
IT,Italy,1975,33.4
IT,Italy,1976,33.5
IT,Italy,1977,33.5
IT,Italy,1978,33.6
IT,Italy,1979,33.7
IT,Italy,1980,33.8
IT,Italy,1981,34.1
IT,Italy,1982,34.4
IT,Italy,1983,34.8
IT,Italy,1984,35.1
IT,Italy,1985,35.4
IT,Italy,1986,35.7
IT,Italy,1987,36.0
IT,Italy,1988,36.3
IT,Italy,1989,36.6
IT,Italy,1990,36.9
IT,Italy,1991,37.2
IT,Italy,1992,37.6
IT,Italy,1993,37.9
IT,Italy,1994,38.2
IT,Italy,1995,38.5
IT,Italy,1996,38.9
IT,Italy,1997,39.2
IT,Italy,1998,39.4
IT,Italy,1999,39.7
IT,Italy,2000,40.1
IT,Italy,2001,40.4
IT,Italy,2002,40.7
IT,Italy,2003,41.1
IT,Italy,2004,41.3
IT,Italy,2005,41.6
IT,Italy,2006,41.9
IT,Italy,2007,42.3
IT,Italy,2008,42.6
IT,Italy,2009,42.9
IT,Italy,2010,43.3
IT,Italy,2011,43.7
IT,Italy,2012,44.0
IT,Italy,2013,44.4
IT,Italy,2014,44.7
IT,Italy,2015,45.2
IT,Italy,2016,45.6
IT,Italy,2017,46.0
IT,Italy,2018,46.4
IT,Italy,2019,46.8
IT,Italy,2020,47.2
IT,Italy,2021,47.6
IT,Italy,2022,48.0
IT,Italy,2023,48.4
IT,Italy,2024,48.7
IT,Italy,2025,49.1
LI,Liechtenstein,1960,27.7
LI,Liechtenstein,1961,27.9
LI,Liechtenstein,1962,27.7
LI,Liechtenstein,1963,27.4
LI,Liechtenstein,1964,27.2
LI,Liechtenstein,1965,27.2
LI,Liechtenstein,1966,26.9
LI,Liechtenstein,1967,26.9
LI,Liechtenstein,1968,26.8
LI,Liechtenstein,1969,26.8
LI,Liechtenstein,1971,27.2
LI,Liechtenstein,1973,27.7
LI,Liechtenstein,1974,27.8
LI,Liechtenstein,1975,28.0
LI,Liechtenstein,1976,28.4
LI,Liechtenstein,1977,28.7
LI,Liechtenstein,1978,28.9
LI,Liechtenstein,1979,29.2
LI,Liechtenstein,1980,29.5
LI,Liechtenstein,1981,30.3
LI,Liechtenstein,1982,30.0
LI,Liechtenstein,1983,30.3
LI,Liechtenstein,1984,30.8
LI,Liechtenstein,1985,31.1
LI,Liechtenstein,1986,31.4
LI,Liechtenstein,1987,31.7
LI,Liechtenstein,1988,32.0
LI,Liechtenstein,1989,32.3
LI,Liechtenstein,1990,32.6
LI,Liechtenstein,1991,33.0
LI,Liechtenstein,1992,33.2
LI,Liechtenstein,1993,33.5
LI,Liechtenstein,1994,33.9
LI,Liechtenstein,1995,34.6
LI,Liechtenstein,1996,34.6
LI,Liechtenstein,1997,35.0
LI,Liechtenstein,1998,35.3
LI,Liechtenstein,1999,35.6
LI,Liechtenstein,2000,36.1
LI,Liechtenstein,2001,36.6
LI,Liechtenstein,2002,36.9
LI,Liechtenstein,2003,37.4
LI,Liechtenstein,2004,37.8
LI,Liechtenstein,2005,38.3
LI,Liechtenstein,2006,38.7
LI,Liechtenstein,2007,39.2
LI,Liechtenstein,2008,39.7
LI,Liechtenstein,2009,40.3
LI,Liechtenstein,2010,40.8
LI,Liechtenstein,2011,41.2
LI,Liechtenstein,2012,41.6
LI,Liechtenstein,2013,42.1
LI,Liechtenstein,2014,42.5
LI,Liechtenstein,2015,42.9
LI,Liechtenstein,2016,43.3
LI,Liechtenstein,2017,43.6
LI,Liechtenstein,2018,44.0
LI,Liechtenstein,2019,44.2
LI,Liechtenstein,2020,44.4
LI,Liechtenstein,2021,44.6
LI,Liechtenstein,2022,44.8
LI,Liechtenstein,2023,45.0
LI,Liechtenstein,2024,45.2
LI,Liechtenstein,2025,45.3
LT,Lithuania,1970,30.7
LT,Lithuania,1971,30.9
LT,Lithuania,1972,31.0
LT,Lithuania,1973,31.1
LT,Lithuania,1974,31.3
LT,Lithuania,1975,31.5
LT,Lithuania,1976,31.5
LT,Lithuania,1977,31.6
LT,Lithuania,1978,31.7
LT,Lithuania,1979,31.7
LT,Lithuania,1980,31.7
LT,Lithuania,1981,31.7
LT,Lithuania,1982,31.7
LT,Lithuania,1983,31.8
LT,Lithuania,1984,31.8
LT,Lithuania,1985,31.9
LT,Lithuania,1986,31.9
LT,Lithuania,1987,32.0
LT,Lithuania,1988,32.1
LT,Lithuania,1989,32.2
LT,Lithuania,1990,32.4
LT,Lithuania,1991,32.6
LT,Lithuania,1992,32.9
LT,Lithuania,1993,33.2
LT,Lithuania,1994,33.5
LT,Lithuania,1995,33.9
LT,Lithuania,1996,34.3
LT,Lithuania,1997,34.6
LT,Lithuania,1998,35.0
LT,Lithuania,1999,35.4
LT,Lithuania,2000,35.8
LT,Lithuania,2001,36.2
LT,Lithuania,2002,36.7
LT,Lithuania,2003,37.2
LT,Lithuania,2004,37.7
LT,Lithuania,2005,38.2
